5.69262733480639,0,0,0,0,0,0,0,0,0,0,0,0,5.69262732999711,5.6926273357684,5.69262734039225,0,0,0,0,0,5.69262733653563,0,0,5.6926273322088,0,5.69262733611246,0,0,0,0,5.69262733412056,0,5.69262733713173
0,5.11480846563288,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11480846755642,0,5.11480847313078,0,5.11480844368995,0,5.11480844226943,5.11480848949664,5.1148084845474,0,0,5.11480846201918,5.11480845509883,0,5.11480848399198,0,5.1148084668595,0,5.11480842851756
0,0,3.11174322651157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11174322160221,0,0,3.11174322742474,0,0,3.11174321588885,0,3.1117432265348,3.11174321797665,0,0,3.11174323042589,0,0,3.11174321957291
0,0,0,8.80584021821656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.80584020510227,0,0,0,0,0
0,0,0,0,2.92955352156549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92955349971188,2.92955350654428,2.92955350947171,0,0,2.92955352576718,2.92955350872064,0,2.92955350589293,2.92955350594054,2.92955351320193,0,2.92955352077625
0,0,0,0,0,1.45204835174091,0,0,0,0,0,0,0,1.45204835188918,0,1.45204835360749,0,0,1.45204835309936,0,0,1.45204835371322,0,0,1.45204835143789,0,1.45204835253823,1.45204835241966,0,1.45204835027145,0,0,0,1.45204835304088
0,0,0,0,0,0,2.31284697004737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31284697202127,0,2.31284696913689,0,2.31284697101493,0,0,0,2.31284697109231
0,0,0,0,0,0,0,5.53289435291088,0,0,0,0,0,5.53289434132967,5.53289434298025,5.53289438164744,0,0,0,0,0,5.53289433245779,0,0,5.53289438583808,0,5.53289435168721,0,0,0,0,5.53289434464006,0,5.53289433859697
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58067200740502,0,2.58067200699574,0,2.58067200694844,0,2.58067200664405,0,2.58067200570251,0,2.58067200632979,0,0,0,2.58067200824332
0,0,0,0,0,0,0,0,0,0,0,0,0,6.55059510895585,6.55059502190977,6.5505950555482,0,0,0,0,6.5505950585286,6.55059508810375,0,0,6.55059502405457,0,0,0,0,0,0,0,0,6.55059501860288
0,0,0,0,0,0,0,0,2.34322690728575,0,0,0,0,0,0,2.34322690787394,0,0,0,0,0,2.34322690951393,0,0,0,0,2.34322690700037,2.34322690696902,0,2.34322690779434,0,2.34322690933113,2.34322690835837,2.3432269103108
0,0,0,0,0,0,0,0,0,2.18898349034437,0,0,0,0,0,0,2.18898348855401,0,0,0,2.1889834917302,2.18898349197395,0,0,0,0,2.18898349243133,0,2.18898348952527,0,0,0,2.18898348957153,2.18898349163048
0,0,0,0,0,0,0,0,0,0,6.26268463230098,0,0,0,0,0,0,6.26268462985049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.73758050820132,0,0,0,0,5.73758051333254,0,0,0,0,0,0,0,0,0,0,0,5.73758049753387,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,15.5897354139847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
